Variable Star,Number of Observations,Number of Observers,First Observation JD / UT,Latest Observation JD / UT,Maximum Magnitude,Minimum Magnitude,Range
V720 CYG,1,1,2447952.639000 2 Mar 1990 03:20:09.600000,2447952.639000 2 Mar 1990 03:20:09.600000,11.100,11.100,0.000 
V721 CAS,34,1,2450316.470000 20 Aug 1996 23:16:48.000000,2451815.307000 27 Sep 2000 19:22:04.800000,12.300,13.400,1.100 
V721 OPH,1,1,2448411.451000 3 Jun 1991 22:49:26.400000,2448411.451000 3 Jun 1991 22:49:26.400000,11.000,11.000,0.000 
V722 CAS,41,1,2450316.450000 20 Aug 1996 22:48:00.000000,2451815.306000 27 Sep 2000 19:20:38.400000,12.300,14.500,2.200 
V723 CAS,3032,26,2449952.456000 22 Aug 1995 22:56:38.400000,2459099.501000 7 Sep 2020 00:01:26.400000,7.000,16.300,9.300 
V724 CAS,53,1,2450302.440000 6 Aug 1996 22:33:36.000000,2451815.302000 27 Sep 2000 19:14:52.800000,11.600,13.300,1.700 
V725 AQL,1466,11,2449868.499300 30 May 1995 23:58:59.520000,2459888.315000 4 Nov 2022 19:33:36.000000,12.480,16.700,4.220 
V727 CAS,242,4,2447589.382639 3 Mar 1989 21:11:00.009600,2455254.300700 26 Feb 2010 19:13:00.480000,10.000,15.600,5.600 
V727 SCO,2,1,2445853.541000 2 Jun 1984 00:59:02.400000,2448087.415000 14 Jul 1990 21:57:36.000000,8.300,8.400,0.100 
V728 CYG,1,1,2448683.623000 2 Mar 1992 02:57:07.200000,2448683.623000 2 Mar 1992 02:57:07.200000,11.400,11.400,0.000 
V729 Sgr,1,1,2456584.844000 19 Oct 2013 08:15:21.600000,2456584.844000 19 Oct 2013 08:15:21.600000,13.600,13.600,0.000 
V730 Cep,1785,6,2452290.378500 15 Jan 2002 21:05:02.400000,2459904.393000 20 Nov 2022 21:25:55.200000,10.600,15.900,5.300 
V730 Sgr,1,1,2456584.847000 19 Oct 2013 08:19:40.800000,2456584.847000 19 Oct 2013 08:19:40.800000,13.500,13.500,0.000 
V739 PER,86,2,2447531.510417 5 Jan 1989 00:15:00.028800,2455257.325000 1 Mar 2010 19:48:00.000000,10.800,13.400,2.600 
V742 LYR,675,4,2454998.490300 15 Jun 2009 23:46:01.920000,2459906.276000 22 Nov 2022 18:37:26.400000,10.600,16.300,5.700 
V744 OPH,1,1,2448379.492000 2 May 1991 23:48:28.800000,2448379.492000 2 May 1991 23:48:28.800000,10.800,10.800,0.000 
V745 HER,1,1,2450317.440000 21 Aug 1996 22:33:36.000000,2450317.440000 21 Aug 1996 22:33:36.000000,10.900,10.900,0.000 
V748 OPH,1,1,2450247.511000 13 Jun 1996 00:15:50.400000,2450247.511000 13 Jun 1996 00:15:50.400000,11.100,11.100,0.000 
V750 CYG,24,1,2450113.230000 30 Jan 1996 17:31:12.000000,2451840.266000 22 Oct 2000 18:23:02.400000,11.800,13.200,1.400 
V751 CYG,1668,6,2448418.548600 11 Jun 1991 01:09:59.040000,2459906.294000 22 Nov 2022 19:03:21.600000,13.000,16.300,3.300 
V759 OPH,3,1,2453115.481300 19 Apr 2004 23:33:04.320000,2453214.467400 27 Jul 2004 23:13:03.360000,10.300,12.600,2.300 
V764 CAS,17,2,2451485.443700 2 Nov 1999 22:38:55.680000,2455827.249300 22 Sep 2011 17:58:59.520000,6.800,7.200,0.400 
V766 CEN,18,1,2451725.503500 30 Jun 2000 00:05:02.400000,2451829.467400 11 Oct 2000 23:13:03.360000,6.700,7.100,0.400 
V766 Peg,26,3,2452854.542400 3 Aug 2003 01:01:03.360000,2455102.468100 27 Sep 2009 23:14:03.840000,13.300,17.100,3.800 
V770 CAS,1446,13,2447465.471000 30 Oct 1988 23:18:14.400000,2459904.274000 20 Nov 2022 18:34:33.600000,7.200,8.700,1.500 
V771 HER,60,2,2446806.660000 11 Jan 1987 03:50:24.000000,2459118.500000 26 Sep 2020 00:00:00.000000,6.000,6.700,0.700 
V774 Mon,1,1,2451261.972000 24 Mar 1999 11:19:40.800000,2451261.972000 24 Mar 1999 11:19:40.800000,8.000,8.000,0.000 
V775 Mon,1,1,2451261.973000 24 Mar 1999 11:21:07.200000,2451261.973000 24 Mar 1999 11:21:07.200000,7.900,7.900,0.000 
V776 AQL,1,1,2450636.510000 7 Jul 1997 00:14:24.000000,2450636.510000 7 Jul 1997 00:14:24.000000,11.400,11.400,0.000 
V776 Cas,1,1,2459585.455000 5 Jan 2022 22:55:12.000000,2459585.455000 5 Jan 2022 22:55:12.000000,8.200,8.200,0.000 
V778 CYG,1,1,2447794.377100 24 Sep 1989 21:03:01.440000,2447794.377100 24 Sep 1989 21:03:01.440000,10.900,10.900,0.000 
V781 TAU,55,1,2447541.429200 14 Jan 1989 22:18:02.880000,2447920.511100 29 Jan 1990 00:15:59.040000,8.200,8.800,0.600 
V790 OPH,1,1,2448038.529000 27 May 1990 00:41:45.600000,2448038.529000 27 May 1990 00:41:45.600000,9.500,9.500,0.000 
V792 CYG,7,1,2453141.518100 16 May 2004 00:26:03.840000,2453339.280600 29 Nov 2004 18:44:03.840000,13.900,14.900,1.000 
V793 CYG,88,1,2451315.556900 17 May 1999 01:21:56.160000,2455137.443800 1 Nov 2009 22:39:04.320000,14.200,17.300,3.100 
V794 Aql,4,1,2456562.842000 27 Sep 2013 08:12:28.800000,2456573.889000 8 Oct 2013 09:20:09.600000,13.700,14.100,0.400 
V795 CYG,1920,7,2448349.604100 3 Apr 1991 02:29:54.240000,2459877.332000 24 Oct 2022 19:58:04.800000,12.000,16.430,4.430 
V803 CEN,3,1,2456453.874000 10 Jun 2013 08:58:33.600000,2456477.837000 4 Jul 2013 08:05:16.800000,13.000,14.000,1.000 
V809 CEP,6,1,2456326.389000 2 Feb 2013 21:20:09.600000,2456354.319000 2 Mar 2013 19:39:21.600000,11.600,13.600,2.000 
V811 CYG,180,1,2451066.325000 9 Sep 1998 19:48:00.000000,2451900.266000 21 Dec 2000 18:23:02.400000,13.300,14.500,1.200 
V818 SCO,493,1,2451250.150000 12 Mar 1999 15:36:00.000000,2459811.379000 19 Aug 2022 21:05:45.600000,11.800,13.400,1.600 
V822 AQL,53,3,2443747.385000 26 Aug 1978 21:14:24.000000,2458262.513000 24 May 2018 00:18:43.200000,6.900,7.600,0.700 
V822 CAS,1513,5,2445711.299300 11 Jan 1984 19:10:59.520000,2459633.345100 22 Feb 2022 20:16:56.640000,6.000,8.300,2.300 
V826 CAS,298,4,2447468.401000 2 Nov 1988 21:37:26.400000,2455254.291700 26 Feb 2010 19:00:02.880000,10.300,14.600,4.300 
V827 HER,164,10,2446825.753400 30 Jan 1987 06:04:53.760000,2448449.471500 11 Jul 1991 23:18:57.600000,7.500,13.600,6.100 
V832 CYG,710,2,2444365.417000 5 May 1980 22:00:28.800000,2459585.233000 5 Jan 2022 17:35:31.200000,4.500,5.100,0.600 
V834 OPH,1,1,2448477.398000 8 Aug 1991 21:33:07.200000,2448477.398000 8 Aug 1991 21:33:07.200000,11.800,11.800,0.000 
V836 CYG,199,2,2453944.529200 28 Jul 2006 00:42:02.880000,2458456.356000 3 Dec 2018 20:32:38.400000,8.530,9.460,0.930 
V836 HER,17,1,2447603.629861 18 Mar 1989 03:06:59.990400,2447953.648000 3 Mar 1990 03:33:07.200000,10.500,11.000,0.500 
V838 HER,25,1,2448343.600600 28 Mar 1991 02:24:51.840000,2448486.478400 17 Aug 1991 23:28:53.760000,7.900,14.700,6.800 
V838 MON,91,4,2452299.433000 24 Jan 2002 22:23:31.200000,2455227.288900 30 Jan 2010 18:56:00.960000,6.500,15.600,9.100 
V838 OPH,1,1,2449891.500000 23 Jun 1995 00:00:00.000000,2449891.500000 23 Jun 1995 00:00:00.000000,10.600,10.600,0.000 
V841 OPH,58,2,2448823.452700 19 Jul 1992 22:51:53.280000,2453210.452100 23 Jul 2004 22:51:01.440000,12.800,13.800,1.000 
V842 CEN,1,1,2456457.906000 14 Jun 2013 09:44:38.400000,2456457.906000 14 Jun 2013 09:44:38.400000,14.000,14.000,0.000 
V844 HER,1855,10,2450360.322200 3 Oct 1996 19:43:58.080000,2459883.285000 30 Oct 2022 18:50:24.000000,12.100,16.300,4.200 
V849 HER,36,1,2449920.447200 21 Jul 1995 22:43:58.080000,2450251.459700 16 Jun 1996 23:01:58.080000,13.700,15.400,1.700 
V854 CAS,394,7,2447653.585000 7 May 1989 02:02:24.000000,2457349.467000 22 Nov 2015 23:12:28.800000,10.800,15.800,5.000 
V854 CEN,290,5,2450133.400000 19 Feb 1996 21:36:00.000000,2456457.885000 14 Jun 2013 09:14:24.000000,7.100,14.500,7.400 
V864 CAS,6,1,2447886.429000 25 Dec 1989 22:17:45.600000,2450814.328000 31 Dec 1997 19:52:19.200000,10.500,12.000,1.500 
V868 CEN,3,1,2456453.878000 10 Jun 2013 09:04:19.200000,2456477.840000 4 Jul 2013 08:09:36.000000,12.600,15.200,2.600 
V868 CYG,1,1,2453323.303500 13 Nov 2004 19:17:02.400000,2453323.303500 13 Nov 2004 19:17:02.400000,14.600,14.600,0.000 
V872 PER,436,3,2453314.372200 4 Nov 2004 20:55:58.080000,2459898.519000 15 Nov 2022 00:27:21.600000,14.100,19.180,5.080 
V873 OPH,1,1,2447707.468750 29 Jun 1989 23:15:00.000000,2447707.468750 29 Jun 1989 23:15:00.000000,10.000,10.000,0.000 
V877 ARA,1,1,2456552.886000 17 Sep 2013 09:15:50.400000,2456552.886000 17 Sep 2013 09:15:50.400000,13.800,13.800,0.000 
V882 OPH,1,1,2449099.580000 22 Apr 1993 01:55:12.000000,2449099.580000 22 Apr 1993 01:55:12.000000,9.600,9.600,0.000 
V884 HER,431,2,2454199.534700 9 Apr 2007 00:49:58.080000,2459858.324000 5 Oct 2022 19:46:33.600000,13.100,17.400,4.300 
V893 SCO,1,1,2456552.897000 17 Sep 2013 09:31:40.800000,2456552.897000 17 Sep 2013 09:31:40.800000,13.800,13.800,0.000 
V895 CYG,1,1,2448472.419000 3 Aug 1991 22:03:21.600000,2448472.419000 3 Aug 1991 22:03:21.600000,10.500,10.500,0.000 
V899 AQL,1,1,2448152.358000 17 Sep 1990 20:35:31.200000,2448152.358000 17 Sep 1990 20:35:31.200000,10.000,10.000,0.000 
V904 OPH,1,1,2449543.477000 9 Jul 1994 23:26:52.800000,2449543.477000 9 Jul 1994 23:26:52.800000,10.700,10.700,0.000 
V905 CAS,43,1,2447465.470000 30 Oct 1988 23:16:48.000000,2450808.424000 25 Dec 1997 22:10:33.600000,10.800,12.000,1.200 
V909 SGR,11,2,2430165.300000 19 Jun 1941 19:12:00.000000,2430225.300000 18 Aug 1941 19:12:00.000000,7.500,12.500,5.000 
V913 AQL,1,1,2457630.421000 29 Aug 2016 22:06:14.400000,2457630.421000 29 Aug 2016 22:06:14.400000,7.900,7.900,0.000 
V923 AQL,658,5,2446196.490000 10 May 1985 23:45:36.000000,2459847.396000 24 Sep 2022 21:30:14.400000,5.600,6.800,1.200 
V925 OPH,1,1,2450197.610000 24 Apr 1996 02:38:24.000000,2450197.610000 24 Apr 1996 02:38:24.000000,10.700,10.700,0.000 
V930 CYG,397,2,2449633.354800 7 Oct 1994 20:30:54.720000,2457756.250000 2 Jan 2017 18:00:00.000000,11.100,14.000,2.900 
V937 CYG,2,1,2452198.422000 15 Oct 2001 22:07:40.800000,2452255.333000 11 Dec 2001 19:59:31.200000,6.500,6.800,0.300 
V939 HER,205,4,2454589.411100 2 May 2008 21:51:59.040000,2459594.733000 15 Jan 2022 05:35:31.200000,7.900,8.800,0.900 
V942 CYG,1,1,2449158.486000 19 Jun 1993 23:39:50.400000,2449158.486000 19 Jun 1993 23:39:50.400000,10.900,10.900,0.000 
V960 TAU,4,1,2458053.694000 27 Oct 2017 04:39:21.600000,2458817.538000 30 Nov 2019 00:54:43.200000,5.500,5.500,0.000 
V962 Cep,15,1,2456727.410000 10 Mar 2014 21:50:24.000000,2456820.531000 12 Jun 2014 00:44:38.400000,11.400,15.700,4.300 
V971 TAU,6,1,2455074.417000 30 Aug 2009 22:00:28.800000,2455628.333000 7 Mar 2011 19:59:31.200000,3.800,4.800,1.000 
V973 CYG,3833,45,2443103.367000 20 Nov 1976 20:48:28.800000,2459908.281000 24 Nov 2022 18:44:38.400000,5.500,7.700,2.200 
V982 OPH,46,1,2452514.379200 27 Aug 2002 21:06:02.880000,2453972.416000 24 Aug 2006 21:59:02.400000,14.400,16.100,1.700 
V988 OPH,1,1,2458960.594000 21 Apr 2020 02:15:21.600000,2458960.594000 21 Apr 2020 02:15:21.600000,8.600,8.600,0.000 
VAR 02 MON,3,1,2452290.475700 15 Jan 2002 23:25:00.480000,2452299.549300 25 Jan 2002 01:10:59.520000,10.400,10.500,0.100 
VAR 06 LEO,10,1,2454169.515300 10 Mar 2007 00:22:01.920000,2454228.408300 7 May 2007 21:47:57.120000,14.900,15.100,0.200 
VAR 73 DRA,28,1,2452528.397200 10 Sep 2002 21:31:58.080000,2452784.488900 24 May 2003 23:44:00.960000,14.500,15.400,0.900 
VAR 79 PEG,391,4,2453308.305600 29 Oct 2004 19:20:03.840000,2459904.341000 20 Nov 2022 20:11:02.400000,13.500,16.200,2.700 
VAR CAS 06,30,4,2454040.427000 31 Oct 2006 22:14:52.800000,2454068.422000 28 Nov 2006 22:07:40.800000,8.600,11.500,2.900 
VAR HER 04,91,4,2453178.460400 21 Jun 2004 23:02:58.560000,2453947.547200 31 Jul 2006 01:07:58.080000,13.000,16.800,3.800 
Var SE of EY Cyg,51,1,2456294.263000 1 Jan 2013 18:18:43.200000,2457756.256000 2 Jan 2017 18:08:38.400000,14.000,14.300,0.300 
VAR VUL 05,4,1,2453608.359000 25 Aug 2005 20:36:57.600000,2453616.391700 2 Sep 2005 21:24:02.880000,16.100,16.500,0.400 
Vn TUC,19,1,2451188.368100 9 Jan 1999 20:50:03.840000,2451480.277800 28 Oct 1999 18:40:01.920000,5.800,6.300,0.500 
VSX J111217.4-353828,2,1,2456450.850000 7 Jun 2013 08:24:00.000000,2456454.850000 11 Jun 2013 08:24:00.000000,14.900,15.100,0.200 
VV AUR,1,1,2448601.416000 10 Dec 1991 21:59:02.400000,2448601.416000 10 Dec 1991 21:59:02.400000,10.200,10.200,0.000 
VV CEP,825,6,2443039.417000 17 Sep 1976 22:00:28.800000,2459877.413000 24 Oct 2022 21:54:43.200000,4.900,5.950,1.050 
VV GEM,5,1,2452705.370800 6 Mar 2003 20:53:57.120000,2453110.436100 14 Apr 2004 22:27:59.040000,10.800,14.500,3.700 
VV HER,4,1,2453087.474300 22 Mar 2004 23:22:59.520000,2453147.479900 21 May 2004 23:31:03.360000,14.200,14.200,0.000 
VV OPH,1,1,2448749.513000 7 May 1992 00:18:43.200000,2448749.513000 7 May 1992 00:18:43.200000,11.200,11.200,0.000 
VV ORI,35,2,2449720.618700 3 Jan 1995 02:50:55.680000,2452690.387000 19 Feb 2003 21:17:16.800000,5.200,6.000,0.800 
VV PER,1,1,2449417.364000 5 Mar 1994 20:44:09.600000,2449417.364000 5 Mar 1994 20:44:09.600000,10.900,10.900,0.000 
VW CEP,382,4,2443241.413000 7 Apr 1977 21:54:43.200000,2458469.728000 17 Dec 2018 05:28:19.200000,7.100,8.200,1.100 
VW CRB,1470,6,2450241.463800 6 Jun 1996 23:07:52.320000,2459860.317000 7 Oct 2022 19:36:28.800000,13.000,16.800,3.800 
VW CRV,18,1,2451260.982000 23 Mar 1999 11:34:04.800000,2459726.451000 26 May 2022 22:49:26.400000,7.600,8.000,0.400 
VW DRA,1707,40,2441073.400000 1 May 1971 21:36:00.000000,2459216.705000 2 Jan 2021 04:55:12.000000,5.750,6.980,1.230 
VW ERI,2,1,2445674.457000 5 Dec 1983 22:58:04.800000,2451253.985000 16 Mar 1999 11:38:24.000000,9.700,10.000,0.300 
VW HER,1,1,2449872.476000 3 Jun 1995 23:25:26.400000,2449872.476000 3 Jun 1995 23:25:26.400000,10.800,10.800,0.000 
VW Hyi,12,1,2451247.939000 10 Mar 1999 10:32:09.600000,2451262.903000 25 Mar 1999 09:40:19.200000,13.700,14.000,0.300 
VW LAC,4,1,2447674.543056 28 May 1989 01:02:00.038400,2447720.525694 13 Jul 1989 00:36:59.961600,10.100,10.600,0.500 
VW PER,2,1,2447585.425694 27 Feb 1989 22:12:59.961600,2447585.440278 27 Feb 1989 22:34:00.019200,10.500,10.500,0.000 
VW TUC,2,1,2456603.874000 7 Nov 2013 08:58:33.600000,2456609.867000 13 Nov 2013 08:48:28.800000,13.700,15.300,1.600 
VW UMA,5136,84,2439855.549000 31 Dec 1967 01:10:33.600000,2459906.399000 22 Nov 2022 21:34:33.600000,5.500,8.300,2.800 
VW VUL,691,4,2448430.561100 23 Jun 1991 01:27:59.040000,2458731.478000 4 Sep 2019 23:28:19.200000,11.000,15.800,4.800 
VX AND,597,21,2442368.302100 16 Nov 1974 19:15:01.440000,2459902.399000 18 Nov 2022 21:34:33.600000,6.700,10.300,3.600 
VX AQL,1,1,2448746.615000 4 May 1992 02:45:36.000000,2448746.615000 4 May 1992 02:45:36.000000,10.500,10.500,0.000 
VX AUR,4,1,2455269.408300 13 Mar 2010 21:47:57.120000,2455843.404200 8 Oct 2011 21:42:02.880000,10.800,12.500,1.700 
VX CAS,112,3,2447909.368000 17 Jan 1990 20:49:55.200000,2459656.368000 17 Mar 2022 20:49:55.200000,10.700,13.300,2.600 
VX CEP,36,2,2448078.469000 5 Jul 1990 23:15:21.600000,2451818.345000 30 Sep 2000 20:16:48.000000,9.400,13.500,4.100 
VX GEM,6,2,2451146.564500 29 Nov 1998 01:32:52.800000,2458934.389000 25 Mar 2020 21:20:09.600000,9.200,12.000,2.800 
VX LAC,30,1,2449989.430600 28 Sep 1995 22:20:03.840000,2450018.488900 27 Oct 1995 23:44:00.960000,10.800,12.700,1.900 
VX Peg,1,1,2459518.296000 30 Oct 2021 19:06:14.400000,2459518.296000 30 Oct 2021 19:06:14.400000,9.000,9.000,0.000 
VY AND,14,2,2450604.400000 4 Jun 1997 21:36:00.000000,2450874.200000 1 Mar 1998 16:48:00.000000,10.100,10.500,0.400 
VY AQR,3317,19,2445296.338800 22 Nov 1982 20:07:52.320000,2459896.306000 12 Nov 2022 19:20:38.400000,8.100,17.510,9.410 
VY AUR,5,1,2452947.611800 4 Nov 2003 02:40:59.520000,2454565.369400 8 Apr 2008 20:51:56.160000,13.800,14.300,0.500 
VY CMA,76,2,2449720.470000 2 Jan 1995 23:16:48.000000,2459645.328000 6 Mar 2022 19:52:19.200000,8.000,9.800,1.800 
VY DRA,2,1,2456237.281000 5 Nov 2012 18:44:38.400000,2456249.521000 18 Nov 2012 00:30:14.400000,6.100,6.500,0.400 
VY LEO,1,1,2452726.468800 27 Mar 2003 23:15:04.320000,2452726.468800 27 Mar 2003 23:15:04.320000,5.900,5.900,0.000 
VY TAU,296,5,2451104.545800 18 Oct 1998 01:05:57.120000,2459638.410000 27 Feb 2022 21:50:24.000000,12.800,14.400,1.600 
VY UMA,6854,113,2439943.500000 28 Mar 1968 00:00:00.000000,2459906.399000 22 Nov 2022 21:34:33.600000,5.500,7.800,2.300 
VZ AQR,202,3,2451066.342000 9 Sep 1998 20:12:28.800000,2456591.851000 26 Oct 2013 08:25:26.400000,12.500,15.600,3.100 
VZ CAM,182,7,2440285.348000 4 Mar 1969 20:21:07.200000,2457626.500000 26 Aug 2016 00:00:00.000000,4.600,5.600,1.000 
VZ CAS,34,3,2450701.580000 10 Sep 1997 01:55:12.000000,2456167.325000 27 Aug 2012 19:48:00.000000,9.800,13.600,3.800 
VZ CMI,1,1,2448269.574000 13 Jan 1991 01:46:33.600000,2448269.574000 13 Jan 1991 01:46:33.600000,10.500,10.500,0.000 
VZ CNC,10,1,2458126.529000 8 Jan 2018 00:41:45.600000,2458126.671000 8 Jan 2018 04:06:14.400000,7.100,7.900,0.800 
VZ SEX,20,1,2453859.461800 3 May 2006 23:04:59.520000,2459321.394000 16 Apr 2021 21:27:21.600000,14.700,17.300,2.600 
VZ Sge,5,1,2440608.744000 22 Jan 1970 05:51:21.600000,2440796.456000 28 Jul 1970 22:56:38.400000,5.200,5.800,0.600 
VZ SGR,67,2,2450253.300000 18 Jun 1996 19:12:00.000000,2451829.578500 12 Oct 2000 01:53:02.400000,10.000,12.300,2.300 
VZ TUC,2,1,2456603.865000 7 Nov 2013 08:45:36.000000,2456609.862000 13 Nov 2013 08:41:16.800000,13.700,15.300,1.600 
W AND,8703,79,2419025.000000 19 Dec 1910 12:00:00.000000,2459908.271000 24 Nov 2022 18:30:14.400000,6.030,15.400,9.370 
W AQL,3,1,2458344.448000 13 Aug 2018 22:45:07.200000,2458410.306000 18 Oct 2018 19:20:38.400000,9.000,13.000,4.000 
W AUR,9,1,2458456.469000 3 Dec 2018 23:15:21.600000,2459585.330000 5 Jan 2022 19:55:12.000000,8.800,11.800,3.000 
W BOO,1798,37,2439970.500000 24 Apr 1968 00:00:00.000000,2459594.736000 15 Jan 2022 05:39:50.400000,4.200,5.700,1.500 
W CAM,7,2,2452729.378500 30 Mar 2003 21:05:02.400000,2453346.425700 6 Dec 2004 22:13:00.480000,10.000,13.500,3.500 
W CAS,7257,60,2421233.000000 4 Jan 1917 12:00:00.000000,2459887.399000 3 Nov 2022 21:34:33.600000,7.650,12.640,4.990 
W CEP,7063,85,2440229.326000 7 Jan 1969 19:49:26.400000,2459902.392000 18 Nov 2022 21:24:28.800000,6.500,9.100,2.600 
W CET,2,1,2452575.270100 27 Oct 2002 18:28:56.640000,2452582.343800 3 Nov 2002 20:15:04.320000,8.400,8.400,0.000 
W CMA,1174,34,2440627.311000 9 Feb 1970 19:27:50.400000,2459906.486000 22 Nov 2022 23:39:50.400000,6.200,8.400,2.200 
W CNC,4,1,2453059.432600 23 Feb 2004 22:22:56.640000,2453118.468800 22 Apr 2004 23:15:04.320000,13.900,14.400,0.500 
W COM,1486,12,2446533.092000 12 Apr 1986 14:12:28.800000,2459757.451000 26 Jun 2022 22:49:26.400000,12.100,16.200,4.100 
W CRB,10291,97,2420278.000000 25 May 1914 12:00:00.000000,2459883.278000 30 Oct 2022 18:40:19.200000,7.200,15.000,7.800 
W CYG,29928,230,2411736.500000 4 Jan 1891 00:00:00.000000,2459908.285000 24 Nov 2022 18:50:24.000000,4.570,7.900,3.330 
W DRA,1,1,2458962.465000 22 Apr 2020 23:09:36.000000,2458962.465000 22 Apr 2020 23:09:36.000000,12.000,12.000,0.000 
W GEM,51,3,2449738.724300 21 Jan 1995 05:22:59.520000,2458900.419000 20 Feb 2020 22:03:21.600000,6.500,7.600,1.100 
W HER,102,7,2448794.420100 20 Jun 1992 22:04:56.640000,2459359.431000 24 May 2021 22:20:38.400000,7.500,13.700,6.200 
W HYA,64,3,2412886.500000 27 Feb 1894 00:00:00.000000,2459721.428000 21 May 2022 22:16:19.200000,5.600,9.500,3.900 
W LEO,1,1,2455288.441000 1 Apr 2010 22:35:02.400000,2455288.441000 1 Apr 2010 22:35:02.400000,11.800,11.800,0.000 
W LMI,330,9,2448350.412500 3 Apr 1991 21:54:00.000000,2458229.438000 20 Apr 2018 22:30:43.200000,10.000,13.200,3.200 
W LYN,730,12,2448239.448000 13 Dec 1990 22:45:07.200000,2459727.424000 27 May 2022 22:10:33.600000,9.070,15.700,6.630 
W LYR,4754,30,2420278.000000 25 May 1914 12:00:00.000000,2459858.319000 5 Oct 2022 19:39:21.600000,7.220,13.100,5.880 
W Men,11,1,2451247.948000 10 Mar 1999 10:45:07.200000,2451262.906000 25 Mar 1999 09:44:38.400000,13.800,14.200,0.400 
W ORI,3429,67,2410239.500000 29 Nov 1886 00:00:00.000000,2459906.451000 22 Nov 2022 22:49:26.400000,5.300,8.000,2.700 
W PEG,52,3,2450286.500000 22 Jul 1996 00:00:00.000000,2459870.375000 17 Oct 2022 21:00:00.000000,8.000,12.400,4.400 
W PER,4,2,2452166.354200 13 Sep 2001 20:30:02.880000,2456015.417000 28 Mar 2012 22:00:28.800000,9.800,10.900,1.100 
W PYX,3,1,2458519.479000 4 Feb 2019 23:29:45.600000,2459609.528000 30 Jan 2022 00:40:19.200000,10.200,10.400,0.200 
W SER,44,2,2454346.385400 2 Sep 2007 21:14:58.560000,2455500.320800 30 Oct 2010 19:41:57.120000,8.520,9.620,1.100 
W SGE,14,1,2454665.463900 17 Jul 2008 23:08:00.960000,2456151.436800 11 Aug 2012 22:28:59.520000,10.100,13.700,3.600 
W SGR,8,1,2445612.354000 4 Oct 1983 20:29:45.600000,2445625.317000 17 Oct 1983 19:36:28.800000,4.400,5.300,0.900 
W TRI,2998,36,2440439.465000 5 Aug 1969 23:09:36.000000,2459908.264000 24 Nov 2022 18:20:09.600000,7.000,9.200,2.200 
W UMA,2025,8,2443244.343000 10 Apr 1977 20:13:55.200000,2459645.627000 7 Mar 2022 03:02:52.800000,6.700,8.500,1.800 
W UMI,82,3,2443472.273000 24 Nov 1977 18:33:07.200000,2458469.757000 17 Dec 2018 06:10:04.800000,8.290,9.700,1.410 
W VIR,5,1,2457106.573000 25 Mar 2015 01:45:07.200000,2457838.556000 26 Mar 2017 01:20:38.400000,9.100,11.100,2.000 
WR CVN,28,1,2451954.455900 13 Feb 2001 22:56:29.760000,2452341.384000 7 Mar 2002 21:12:57.600000,11.000,13.500,2.500 
WR162 CAS,4,1,2442427.461000 14 Jan 1975 23:03:50.400000,2442457.419000 13 Feb 1975 22:03:21.600000,7.300,7.700,0.400 
WW AUR,202,6,2443549.312000 9 Feb 1978 19:29:16.800000,2458469.742000 17 Dec 2018 05:48:28.800000,5.400,6.760,1.360 
WW CET,54,3,2451098.365000 11 Oct 1998 20:45:36.000000,2456603.860000 7 Nov 2013 08:38:24.000000,11.200,14.100,2.900 
WW DRA,687,4,2444137.337000 20 Sep 1979 20:05:16.800000,2459599.272500 19 Jan 2022 18:32:24.000000,6.500,9.300,2.800 
WW PEG,1,1,2448352.631000 6 Apr 1991 03:08:38.400000,2448352.631000 6 Apr 1991 03:08:38.400000,11.100,11.100,0.000 
WW SGE,2,1,2447651.588889 5 May 1989 02:08:00.009600,2447651.589583 5 May 1989 02:08:59.971200,8.900,8.900,0.000 
WW VUL,362,3,2445168.438800 17 Jul 1982 22:31:52.320000,2457672.302000 10 Oct 2016 19:14:52.800000,8.100,11.900,3.800 
WX AUR,1,1,2448628.276000 6 Jan 1992 18:37:26.400000,2448628.276000 6 Jan 1992 18:37:26.400000,10.500,10.500,0.000 
WX CET,75,4,2448274.260400 17 Jan 1991 18:14:58.560000,2455041.976400 29 Jul 2009 11:26:00.960000,11.880,17.400,5.520 
WX CMI,4,1,2455270.334700 14 Mar 2010 20:01:58.080000,2455840.403500 5 Oct 2011 21:41:02.400000,13.100,15.000,1.900 
WX CRA,120,1,2450159.500000 17 Mar 1996 00:00:00.000000,2451842.200000 24 Oct 2000 16:48:00.000000,11.100,14.300,3.200 
WX CYG,2,2,2452639.259700 30 Dec 2002 18:13:58.080000,2455113.375000 8 Oct 2009 21:00:00.000000,10.600,10.800,0.200 
WX DEL,1,1,2456146.374300 6 Aug 2012 20:58:59.520000,2456146.374300 6 Aug 2012 20:58:59.520000,13.900,13.900,0.000 
WX HYI,2,1,2456552.933000 17 Sep 2013 10:23:31.200000,2456609.885000 13 Nov 2013 09:14:24.000000,13.700,14.100,0.400 
WX LEO,19,1,2451254.099000 16 Mar 1999 14:22:33.600000,2459752.479000 21 Jun 2022 23:29:45.600000,8.100,8.800,0.700 
WX LMI,193,3,2453795.470800 28 Feb 2006 23:17:57.120000,2455709.705600 28 May 2011 04:56:03.840000,14.700,17.330,2.630 
WX TAU,1,1,2449366.456000 13 Jan 1994 22:56:38.400000,2449366.456000 13 Jan 1994 22:56:38.400000,11.100,11.100,0.000 
